Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Badge (product.metafields.custom.badge),Emotional Axes (product.metafields.custom.emotional_axes),Focus Keyword (product.metafields.custom.focus_keyword),Highlights (product.metafields.custom.highlights),SEO Keywords (product.metafields.custom.seo_keywords),Shipping Note (product.metafields.custom.shipping_note),Short Description (product.metafields.custom.short_description),Trust Badges (product.metafields.custom.trust_badges),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Has SEO Tags (product.metafields.seo.has_seo_tags),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Bristle material (product.metafields.shopify.bristle-material),Bristle shape (product.metafields.shopify.bristle-shape),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Moisturizer type (product.metafields.shopify.moisturizer-type),Product form (product.metafields.shopify.product-form),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Skin care effect (product.metafields.shopify.skin-care-effect),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Category,Product Type,Persona,Trend,Season,Vibe,Material,Silhouette,Detail,MVQ Persona,MVQ Editorial Style,MVQ Frames Count,MVQ Editorial Score,MVQ SEO Score,MVQ Alt Score,MVQ Detection Confidence,MVQ Persona Confidence,MVQ Category,MVQ Product Type
imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,#02,,,,,,,,EA2F6DC0C60E47739B8C226AFA6AF995,50.0,shopify,continue,manual,16.50,21.12,true,true,,,,,,,,,,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.07,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,#03,,,,,,,,CE06A7CACF3D4E22A6D1F338DF980BBD,50.0,shopify,continue,manual,16.50,21.12,true,true,,,,,,,,,,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.07,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,#04,,,,,,,,0FE6250715B747928DEB75FB12AF44C9,50.0,shopify,continue,manual,16.50,21.12,true,true,,,,,,,,,,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterpro,imagic-makeup-4-colors-eyebrow-cream-non-bleeding-non-marking-waterproof-and-long-lasting-liquid-eyebrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.07,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasting-waterproof-beauty-adhesive-makeup-tools-eye-lashes-glue,Professional Quick Dry Eyelash Glue False Eyelash Extension Long Lasti,"[xlmodel]-[custom]-[8888] Glue style: Soft glue Color: Black/ Clear Net weight: 5ML Quantity: 1pc How to use ? *Put lash glue on false lashes band, wait for 30 seconds or till it become dry , then put it to your eye lid *Do not put it when glue status . (Apply it when the glue is sticky on lash band ) [xlmodel]-[photo]-[0000]",eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,Clear,,,,,,,,D30A8460D4D3450892C8CC6E9436B376,100.0,shopify,continue,manual,16.92,21.66,true,true,,,,,,,,,false,Professional Quick Dry Eyelash Glue False Eyelash Extension Long Lasti,"[xlmodel]-[custom]-[8888] Glue style: Soft glue Color: Black/ Clear Net weight: 5ML Quantity: 1pc How to use ? *Put lash glue on false lashes band, wait for 30 ",,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,1.32,active,beauty,,Romantic Visionary,romantic revival,,romantic,,stick,[],Romantic Visionary,commercial,0,0,60,100,0.9,0.9,beauty,
professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasting-waterproof-beauty-adhesive-makeup-tools-eye-lashes-glue,professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasti,professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasting-waterproof-beauty-adhesive-makeup-tools-eye-lashes-glue,,,,,,,Black,,,,,,,,ADB40A4588FA491A92BED86423C41641,100.0,shopify,continue,manual,16.92,21.66,true,true,,,,,,,,,,professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasti,professional-quick-dry-eyelash-glue-false-eyelash-extension-long-lasting-waterproof-beauty-adhesive-makeup-tools-eye-lashes-glue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.32,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powder-brightening-statute-lines-one-piece-contouring-tray,Two Color Contouring Powder Nose Three Dimensional V Face Shadow Powde,Two Color Contouring Powder Nose Three Dimensional V Face Shadow Powder Brightening Statute Lines One-Piece Contouring Tray,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,#01,,,,,,,,A9EA7A4F04F64B468ED860E1F341ABD4,208.0,shopify,continue,manual,19.87,25.43,true,true,,,,,,,,,false,Two Color Contouring Powder Nose Three Dimensional V Face Shadow Powde,Two Color Contouring Powder Nose Three Dimensional V Face Shadow Powder Brightening Statute Lines One-Piece Contouring Tray,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,active,jewelry,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,jewelry,
two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powder-brightening-statute-lines-one-piece-contouring-tray,two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powde,two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powder-brightening-statute-lines-one-piece-contouring-tray,,,,,,,#02,,,,,,,,CF95447BD81141F78D0DBB91970CBDF0,208.0,shopify,continue,manual,19.87,25.43,true,true,,,,,,,,,,two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powde,two-color-contouring-powder-nose-three-dimensional-v-face-shadow-powder-brightening-statute-lines-one-piece-contouring-tray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.83,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,HANDAIYAN 12 Color Matte Color Liquid Eyeliner Long Lasting Non-Smudge,HANDAIYAN 12 Color Matte Color Liquid Eyeliner Long Lasting Non-Smudge Liquid Eye Shadow,eprolo,,,"beauty, eprolo, runCode.tagsToAdd, Under 25",true,Color,1#,,,,,,,,133755A1AE3E45E59F23531EF2545DDB,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,false,HANDAIYAN 12 Color Matte Color Liquid Eyeliner Long Lasting Non-Smudge,HANDAIYAN 12 Color Matte Color Liquid Eyeliner Long Lasting Non-Smudge Liquid Eye Shadow,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,active,beauty,,,,,,,,['matte finish'],,commercial,0,0,60,100,0.9,0.9,beauty,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,2#,,,,,,,,BBC3C7B2F1904006B1540A3E01C53411,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,3#,,,,,,,,E8740EE9E2154EE4BC4F17459010422D,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,4#,,,,,,,,492436122D3C4CD68D9EC0B7FCC7D308,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,5#,,,,,,,,9E91CC911F244B869E72BFA8983D36F4,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,6#,,,,,,,,BE0F02213DD44896B5D13EC4858E6462,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,7#,,,,,,,,3A1B0FB040E144DF9A0EA9881B11FC75,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,8#,,,,,,,,1B05F491045342CAA140C6BA13AB7E2E,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,9#,,,,,,,,CE1DFB46069645979DC695B256B19ED2,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,10#,,,,,,,,DB942BB16AF54EFD958EC515409684CA,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,11#,,,,,,,,D75807D421804700A4C78C1D0940F7C6,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,12#,,,,,,,,EB943EAADA3E4598A809C2DA46964C6E,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,13#,,,,,,,,EDB022425F564F62AD1578F45ED30FA9,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,14#,,,,,,,,AAA0052FB4E745A490C6B3BE5887FBC9,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,15#,,,,,,,,7475F5BA4FB6418891373A2BB7851477,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,16#,,,,,,,,36DD763C424D4E848FA117A1BDAC89A0,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,17#,,,,,,,,ECB95F28AD2241428419D8189419032B,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,18#,,,,,,,,07FDAF2B7BB0447F807A384D0EE22D31,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,19#,,,,,,,,B9ABC9F5A40246F4A9D5D7154A34E9A8,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,20#,,,,,,,,8FEBE7F46ED74892B330FC27077BFAB4,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,21#,,,,,,,,362CC6E0541140A68F977CEFEF388BE7,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,22#,,,,,,,,4319F3AB76F5428EBC771AB08F59C971,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,31#,,,,,,,,033D1DD8C8594325BD2963F98DB9145C,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,32#,,,,,,,,B79D97F409FC4D0E9CEBD9E987E5B4C8,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,33#,,,,,,,,1A4CF53C9DAF4E2BA29C601D4C70BB78,50.0,shopify,continue,manual,13.97,17.88,true,true,,,,,,,,,,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge,handaiyan-12-color-matte-color-liquid-eyeliner-long-lasting-non-smudge-liquid-eye-shadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0.92,,,,,,,,,,[],,commercial,0,0,60,100,0.9,0.9,,
